ID;LABEL;DICE
499566;WhiteMatter;0.842975104557
499566;GreyMatter;0.811355336354
499566;Ventricles;0.46041864071
499566-PP;WhiteMatter;0.835260576815
499566-PP;GreyMatter;0.804632100164
499566-PP;Ventricles;0.59168167933
221319;WhiteMatter;0.861397923792
221319;GreyMatter;0.820148964187
221319;Ventricles;0.43299612514
221319-PP;WhiteMatter;0.855431698779
221319-PP;GreyMatter;0.81738148771
221319-PP;Ventricles;0.566779959718
239944;WhiteMatter;0.856775553246
239944;GreyMatter;0.812169005373
239944;Ventricles;0.485745648424
239944-PP;WhiteMatter;0.853712422579
239944-PP;GreyMatter;0.810103565542
239944-PP;Ventricles;0.597571884984
208226;WhiteMatter;0.865197088159
208226;GreyMatter;0.815870080952
208226;Ventricles;0.391025883958
208226-PP;WhiteMatter;0.86079159455
208226-PP;GreyMatter;0.811548453507
208226-PP;Ventricles;0.4945239357
792564;WhiteMatter;0.857020932496
792564;GreyMatter;0.820030779217
792564;Ventricles;0.466279539858
792564-PP;WhiteMatter;0.84375117363
792564-PP;GreyMatter;0.812560653149
792564-PP;Ventricles;0.557155622052
