ID;LABEL;DICE
499566;WhiteMatter;0.848743571583
499566;GreyMatter;0.827088900437
499566;Ventricles;0.624673910291
499566-PP;WhiteMatter;0.831640452573
499566-PP;GreyMatter;0.819101846761
499566-PP;Ventricles;0.650877285421
221319;WhiteMatter;0.865335345418
221319;GreyMatter;0.841093577937
221319;Ventricles;0.541231544833
221319-PP;WhiteMatter;0.850590382847
221319-PP;GreyMatter;0.833979402092
221319-PP;Ventricles;0.571000499417
239944;WhiteMatter;0.862561503135
239944;GreyMatter;0.822989556873
239944;Ventricles;0.626427580318
239944-PP;WhiteMatter;0.850823879569
239944-PP;GreyMatter;0.817691542527
239944-PP;Ventricles;0.654231511134
208226;WhiteMatter;0.86925502215
208226;GreyMatter;0.825997704974
208226;Ventricles;0.560748898678
208226-PP;WhiteMatter;0.856658200359
208226-PP;GreyMatter;0.820106817468
208226-PP;Ventricles;0.584282724948
792564;WhiteMatter;0.858899763493
792564;GreyMatter;0.828946524244
792564;Ventricles;0.613548017078
792564-PP;WhiteMatter;0.831673337032
792564-PP;GreyMatter;0.816609648652
792564-PP;Ventricles;0.643228577888
