ID;LABEL;DICE
189450-PP;GreyMatter;0.805645896191
189450-PP;Ventricles;0.51845264562
499566-PP;WhiteMatter;0.83441026367
499566-PP;GreyMatter;0.805906696647
499566-PP;Ventricles;0.64224903534
221319;WhiteMatter;0.865169802297
221319;GreyMatter;0.823410800111
221319;Ventricles;0.522184704698
239944;WhiteMatter;0.861555852305
239944;GreyMatter;0.814106715878
239944;Ventricles;0.536307916943
221319-PP;WhiteMatter;0.852300758738
221319-PP;GreyMatter;0.816564690543
221319-PP;Ventricles;0.643408058819
239944-PP;WhiteMatter;0.850154052117
239944-PP;GreyMatter;0.806111994536
239944-PP;Ventricles;0.673652311238
208226;WhiteMatter;0.868315908587
208226;GreyMatter;0.817739371104
208226;Ventricles;0.430006808476
792564;WhiteMatter;0.85931721866
792564;GreyMatter;0.82172025385
792564;Ventricles;0.486499885592
208226-PP;WhiteMatter;0.856619470528
208226-PP;GreyMatter;0.807810397243
208226-PP;Ventricles;0.548449863796
792564-PP;WhiteMatter;0.836064323386
792564-PP;GreyMatter;0.80832809845
792564-PP;Ventricles;0.612543669938
