ID;LABEL;DICE
189450-PP;GreyMatter;0.800629047461
189450-PP;Ventricles;0.655969868173
499566-PP;WhiteMatter;0.812676522658
499566-PP;GreyMatter;0.800038144847
499566-PP;Ventricles;0.730228300369
221319;WhiteMatter;0.876691597944
221319;GreyMatter;0.830471680347
221319;Ventricles;0.617485409938
239944;WhiteMatter;0.872877584448
239944;GreyMatter;0.812843077699
239944;Ventricles;0.709139858903
221319-PP;WhiteMatter;0.833168281149
221319-PP;GreyMatter;0.812019341711
221319-PP;Ventricles;0.658234204827
239944-PP;WhiteMatter;0.822020294559
239944-PP;GreyMatter;0.792061935171
239944-PP;Ventricles;0.733947995442
208226;WhiteMatter;0.87907837807
208226;GreyMatter;0.81647505877
208226;Ventricles;0.6431669765
792564;WhiteMatter;0.868099567578
792564;GreyMatter;0.818513027805
792564;Ventricles;0.699440264269
208226-PP;WhiteMatter;0.831639801063
208226-PP;GreyMatter;0.795690452831
208226-PP;Ventricles;0.674782254368
792564-PP;WhiteMatter;0.808093776301
792564-PP;GreyMatter;0.792660947523
792564-PP;Ventricles;0.742365228609
